NAME	DESCRIPTION	SP-IR-P35-1	SP-IR-P35-2	SP-IR-P35-3	SP-IR-P35-4	SP-IR-P35-5	SP-IR-P35-6	MI-P35-1	MI-P35-2	MI-P35-3	MI-P35-4	MI-P35-5	MI-P35-6
MMS19	na	0.376787682	0.357553905	0.379536379	0.354392091	0.368519944	0.368519944	0.61342882	0.597805123	0.585095538	0.551886094	0.552136631	0.570512812
UBTD1	na	0.083147221	0.104490678	0.09034133	0.081495291	0.077473678	0.077473678	0.205627321	0.209365475	0.206300184	0.224801175	0.228808247	0.246674919
ANKRD2	na	0.008804	0.011744649	0.00680979	0.007637837	0.012542515	0.012542515	0.018270914	0.017446051	0.026587878	0.014597568	0.015580535	0.014115701
HOGA1	na	0.394556406	0.384165933	0.405737421	0.402257836	0.411569286	0.411569286	0.382291984	0.322998133	0.283420139	0.34911634	0.313047499	0.317717901
MORN4	na	0.035697851	0.032458132	0.024100957	0.041960748	0.037358545	0.037358545	0.040240388	0.031725301	0.047159322	0.037127204	0.040622138	0.028113282
ENSSSCG00000010525	na	0.119173667	0.119437872	0.118893457	0.139546927	0.133831566	0.133831566	0.12823862	0.150852389	0.135628181	0.10859934	0.139746433	0.115455553
AVPI1	na	0.088071997	0.078369724	0.073664847	0.089207534	0.088826023	0.088826023	0.107464763	0.134266979	0.111058587	0.12059687	0.125229288	0.112973812
MARVELD1	na	0.001971083	0	0.00195716	0.001236755	0.001072291	0.001072291	0	0	0.001697155	0	0	0.000721654
ZFYVE27	na	0.096280004	0.102728616	0.071293463	0.105245905	0.089418649	0.089418649	0.089786562	0.078981032	0.083382579	0.094799799	0.10449748	0.094479437
SFRP5	na	0.002575714	0.002575714	0	0	0	0	0	0	0	0.002107756	0	0
ENSSSCG00000023718	na	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA7B	na	0.00102104	0.000800365	0	0	0.00102104	0.00102104	0	0	0	0	0	0.001640326
CRTAC1	na	0.004526997	0.006300483	0.006279492	0.005340299	0.005364204	0.005364204	0.031466928	0.028393034	0.012985816	0.015049106	0.022280851	0.016423753
R3HCC1L	na	0.200939689	0.21252506	0.214365561	0.203387175	0.230941712	0.230941712	0.215863038	0.222695129	0.22240266	0.215043717	0.210499749	0.270823603
LOXL4	na	0.013544879	0.017007308	0.014863028	0.011890399	0.017094882	0.017094882	0.017919773	0.010798941	0.011548464	0.02321311	0.0130628	0.013320122
PYROXD2	na	0.071317692	0.079465922	0.086909907	0.088732531	0.087270697	0.087270697	0.04820847	0.051367285	0.041631873	0.055657018	0.044989668	0.045219687
MIR1287	na	0	0	0	0	0	0	0	0	0	0	0	0
HPS1	na	0.060059989	0.07431759	0.060306824	0.066058445	0.070859426	0.070859426	0.078143251	0.049551383	0.078904745	0.072479422	0.087063461	0.087082821
HPSE2	na	0.017644845	0.015538074	0.014104821	0.011357337	0.00690506	0.00690506	0.067701704	0.072799938	0.077593107	0.088989501	0.072281828	0.070264992
RF00026.323	na	0	0	0	0	0	0	0	0	0	0	0	0
CNNM1	na	0	0.002418236	0.000348378	0.001216485	0.004142902	0.004142902	0.012080812	0.006981114	0.016060476	0.019910989	0.009029143	0.011872722
ENSSSCG00000034485	na	0	0	0	0	0	0	0	0	0	0	0	0
GOT1	na	0.629171795	0.631974363	0.635629098	0.613237226	0.641105065	0.641105065	0.666557626	0.623860203	0.648186184	0.629181232	0.65223368	0.712489584
NKX2-3	na	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A28	na	0.138879735	0.141537873	0.138881608	0.141781289	0.133907793	0.133907793	0.099347418	0.114503734	0.1019203	0.106782531	0.084542359	0.093823321
ENTPD7	na	0.070132055	0.082978163	0.086880346	0.073371087	0.078516522	0.078516522	0.035793791	0.036654362	0.041809981	0.04090855	0.046467524	0.041695719
ENSSSCG00000034135	na	0.000918318	0.009594336	0.000918318	0.001408835	0.001161229	0.001161229	0	0.001342649	0.002349232	0.005611136	0.001942134	0.001342649
COX15	na	0.112633211	0.123277056	0.124197807	0.103993665	0.10803792	0.10803792	0.096945208	0.112950535	0.113096831	0.10410312	0.137674933	0.126414544
CUTC	na	0.15456016	0.157310851	0.148352143	0.132367039	0.138287471	0.138287471	0.167795577	0.135651869	0.17192346	0.136421899	0.131594815	0.170486866
ABCC2	na	0.002438399	0.000538292	0.004710373	0.002137487	0.002539942	0.002539942	0.005773102	0.008586944	0.010852813	0.007920207	0.008385978	0.007395006
RF00019.2	na	0	0	0	0	0	0	0	0	0	0	0	0
DNMBP	na	0.161082005	0.130325862	0.139931459	0.149606522	0.158780718	0.158780718	0.160292487	0.131341537	0.155730324	0.164970262	0.14909656	0.141688106
CPN1	na	0.00527911	0.012893188	0.004261585	0.004088668	0.00094046	0.00094046	0.009184157	0.007167594	0	0.014130939	0.008281614	0.006296634
ENSSSCG00000040484	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000010546	na	0.000729375	0	0.006175701	0.001564455	0.001994602	0.001994602	0.010929092	0.011229527	0.011601113	0.002617508	0.008260989	0.009630301
ENSSSCG00000010549	na	0	0	0	0	0	0	0	0	0	0	0	0
CHUK	na	0.143666038	0.113120538	0.138162499	0.142244737	0.161428025	0.161428025	0.0984691	0.107521065	0.096286996	0.111827111	0.115718361	0.088274255
CWF19L1	na	0.161631942	0.16398966	0.160081098	0.145388541	0.159355106	0.159355106	0.162313422	0.142536037	0.148435557	0.188327069	0.172245393	0.167518815
RF00586	na	0	0	0	0	0	0	0	0	0	0	0	0
BLOC1S2	na	0.018368812	0.012079198	0.025294064	0.01869044	0.025217085	0.025217085	0.02094735	0.017238499	0.009151547	0.023606151	0.025255431	0.012677499
PKD2L1	na	0.001880548	0.003700442	0.001985142	0.005052328	0.001159387	0.001159387	0.013934537	0.010096266	0.010242588	0.015614302	0.019861502	0.017147073
ENSSSCG00000010553	na	0	0	0	0	0	0	0.001880413	0.000784033	0.000606885	0.002079658	0.001507559	0.001742074
SCD	na	0.010492616	0.005663659	0.001170534	0.009544069	0	0	0.002089401	0.0042076	0.002201655	0.00113129	0.002638848	0.004587324
WNT8B	na	0.004053083	0.006406844	0.00457644	0.006740631	0.002936665	0.002936665	0.002396327	0	0.002396327	0.00347969	0.002226633	0
SEC31B	na	0.207795968	0.207638412	0.194707198	0.222984187	0.226576631	0.226576631	0.185877753	0.174275666	0.153146576	0.156483755	0.16098411	0.153629638
NDUFB8	na	0.248390889	0.239950643	0.251890207	0.270595997	0.264380288	0.264380288	0.33790856	0.349569359	0.344171178	0.332956247	0.331086503	0.320646692
HIF1AN	na	0.068546537	0.050429083	0.052927272	0.059663982	0.056809767	0.056809767	0.053701044	0.075886964	0.068811746	0.048054556	0.050157817	0.076544742
PAX2	na	0	0	0	0	0	0	0.007757145	0.00290024	0.002993169	0.005571683	0.007558474	0.004604198
ENSSSCG00000038321	na	0	0	0	0	0	0	0	0	0	0	0	0
SLF2	na	0.547982447	0.551298292	0.610873175	0.543424327	0.548697539	0.548697539	0.606131414	0.64366951	0.599376429	0.567172905	0.590501609	0.590730242
SEMA4G	na	0.014381052	0.007826115	0.012085273	0.009367688	0.01576993	0.01576993	0.015979777	0.00941253	0.009132683	0.020376089	0.004184631	0.012240755
TWNK	na	0.01902625	0.024396567	0.01426427	0.015463678	0.020808339	0.020808339	0.021511461	0.023822837	0.010519119	0.019335671	0.015627873	0.036185558
ENSSSCG00000010560	na	0.064677832	0.066261203	0.052752541	0.062771062	0.089203939	0.089203939	0.076750109	0.067188079	0.083583884	0.078848882	0.079990103	0.081994536
LZTS2	na	0.05097571	0.04197399	0.046353462	0.045433591	0.050628294	0.050628294	0.057304932	0.058848367	0.041931534	0.050721168	0.049948362	0.037553715
ENSSSCG00000010559	na	0	0	0.000529719	0.000529719	0	0	0	0	0.000864297	0.003731949	0	0.000471048
ENSSSCG00000025557	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000037790	na	0	0	0	0	0	0	0	0	0	0	0	0
SFXN3	na	0.0011543	0	0.001557643	0.0011543	0	0	0.000765051	0.002215246	0	0.000765051	0.001289987	0
KAZALD1	na	0.022372622	0.010598132	0.011248068	0.008106483	0.017310065	0.017310065	0.016887037	0.007897564	0.023852342	0.006743184	0.014744259	0.014676301
TLX1	na	0	0	0	0	0	0	0	0	0	0	0	0
LBX1	na	0	0	0	0	0	0	0	0	0	0	0	0
BTRC	na	1.778295505	1.758101627	1.829764285	1.747273048	1.721848761	1.721848761	1.47413208	1.491024147	1.403080962	1.463876822	1.457954095	1.49316348
POLL	na	0.042724805	0.033269819	0.035578889	0.046853273	0.041991641	0.041991641	0.034995601	0.019648834	0.020958688	0.026032915	0.030820754	0.024920229
DPCD	na	0.155343493	0.13469595	0.121759584	0.119291161	0.107328375	0.107328375	0.122850867	0.114050335	0.125872529	0.120008718	0.110458478	0.127709469
FBXW4	na	0.44963821	0.498760403	0.487331701	0.497659898	0.521716755	0.521716755	0.452268417	0.380133458	0.374608744	0.354147585	0.450171503	0.398886829
FGF8	na	0	0	0	0	0	0	0	0	0	0	0	0
NPM3	na	0.005200773	0.002842228	0.012983032	0.0065415	0.012446975	0.012446975	0.007013471	0.004924447	0.00574168	0.006800526	0.007858829	0.003796474
OGA	na	0.605795809	0.523750783	0.570809915	0.584892096	0.557717202	0.557717202	0.669378292	0.657983146	0.719256275	0.655999395	0.64165514	0.637549033
KCNIP2	na	0.262400914	0.279854186	0.241872696	0.237349415	0.242021567	0.242021567	0.165861294	0.179525126	0.134153493	0.138273883	0.154904215	0.14652153
ARMH3	na	0.904610543	0.93455548	0.985096076	0.924171641	0.978861412	0.978861412	0.698699575	0.724831645	0.690990316	0.693070424	0.708373606	0.735690813
HPS6	na	0.00150234	0.004163272	0.000923273	0.003965558	0.000923273	0.000923273	0.007373189	0.005001164	0.009559063	0.01054668	0.010222714	0.014596038
LDB1	na	0.109120343	0.126369759	0.107645098	0.10030962	0.112769071	0.112769071	0.064269067	0.072913264	0.055985233	0.065969567	0.071585668	0.055944625
PPRC1	na	0.032028749	0.032337923	0.015037672	0.042702223	0.025689184	0.025689184	0.073359678	0.058139342	0.069310603	0.069115435	0.053219802	0.056118659
NOLC1	na	0.023691543	0.044489191	0.034194952	0.034503525	0.022027943	0.022027943	0.035615613	0.042875222	0.050921834	0.055838042	0.047338721	0.054743319
ELOVL3	na	0	0	0	0	0	0	0	0	0	0	0	0
PITX3	na	0	0	0	0	0.000768018	0.000768018	0	0	0	0	0	0
GBF1	na	1.762420162	1.840148667	1.914412739	1.854673909	1.896038445	1.896038445	1.892001859	1.906663319	1.929114091	1.98534678	1.94545798	1.887232171
ENSSSCG00000033035	na	0.001004199	0	0	0	0	0	0	0	0	0	0	0
NFKB2	na	0.021931629	0.007409952	0.014428669	0.0128097	0.014978231	0.014978231	0.011589825	0.009800656	0.010671553	0.021686598	0.020171907	0.017518932
PSD	na	0.003561852	0	0.002608158	0	0	0	0.001605684	0	0.001605684	0	0	0
FBXL15	na	0.030223962	0.032039547	0.0256034	0.030046886	0.014560834	0.014560834	0.022794117	0.008754147	0.020967096	0.014327781	0.015092845	0.02624931
CUEDC2	na	0.047615675	0.036830894	0.048597146	0.03766894	0.04461947	0.04461947	0.04427448	0.080472925	0.070499725	0.051888721	0.067837438	0.066870451
ssc-mir-146b	na	0	0	0	0	0	0	0	0	0	0	0	0
MFSD13A	na	0.006837751	0.011178878	0.005150334	0.001172205	0.011212275	0.011212275	0.002570684	0	0.001757475	0.002614798	0.001700823	0.00129743
ACTR1A	na	0.143910225	0.163848756	0.109649252	0.139130498	0.143817051	0.143817051	0.134560103	0.148468566	0.131961072	0.128003063	0.142775981	0.147899378
SUFU	na	0.707764173	0.721446362	0.740876034	0.759980301	0.717446718	0.717446718	0.470634916	0.450364283	0.451017692	0.449207172	0.473873951	0.463369152
ENSSSCG00000037500	na	0.004062327	0.004793803	0.005454455	0.006387935	0.005215294	0.005215294	0.002790373	0.002639692	0.003058093	0	0.002224722	0.001053005
ENSSSCG00000033485	na	0.009206513	0.015573848	0.010919417	0.013329983	0.014721167	0.014721167	0.012746287	0.006398143	0.00469745	0.01051522	0.011581121	0.002796576
TRIM8	na	0.047752936	0.045563854	0.034319175	0.040449005	0.038414631	0.038414631	0.0325892	0.027971601	0.020765506	0.036356978	0.017229061	0.016022055
ARL3	na	0.040905164	0.048447436	0.038248191	0.041575445	0.07965515	0.07965515	0.020171342	0.027022064	0.030789577	0.031966279	0.02245685	0.033590594
ENSSSCG00000034828	na	0	0	0	0	0	0	0	0	0	0	0	0
SFXN2	na	0.009721814	0.011524715	0.011929986	0.007967419	0.003744867	0.003744867	0.002111626	0.004948641	0.008914082	0.007379297	0.001675915	0.004712547
WBP1L	na	0.3024199	0.306155585	0.303898409	0.266425821	0.310241373	0.310241373	0.206462208	0.224323826	0.186088964	0.201337663	0.229709699	0.234360037
CYP17A1	na	0.000859086	0	0	0.000859086	0.000859086	0.000859086	0.002114953	0.001629852	0	0	0.001156532	0.000405806
ENSSSCG00000038633	na	0.266176026	0.223345061	0.228711425	0.246594617	0.222817865	0.222817865	0.156357861	0.156502676	0.140762195	0.15050638	0.158546373	0.161153829
AS3MT	na	0.095744527	0.104438485	0.108533001	0.101871679	0.113032509	0.113032509	0.057031577	0.059532186	0.046596233	0.055121587	0.047609807	0.06496599
CNNM2	na	0.242498382	0.210064434	0.220778859	0.232012564	0.240023539	0.240023539	0.169509229	0.158760948	0.175265936	0.154537565	0.182467679	0.173469711
RF02271.11	na	0	0	0	0	0	0	0	0	0	0	0	0
NT5C2	na	1.333897571	1.345300374	1.407756078	1.406654127	1.392152426	1.392152426	1.233965662	1.230088374	1.160159047	1.241896171	1.210464917	1.179709294
INA	na	0.001333837	0	0	0	0	0	0	0	0	0	0	0
PCGF6	na	0.075938111	0.085755979	0.093290947	0.079574544	0.081423517	0.081423517	0.089347864	0.066661954	0.063255224	0.063853995	0.074749797	0.068917055
ENSSSCG00000033748	na	0	0	0	0	0	0	0	0	0	0	0	0
TAF5	na	0.040010999	0.026405302	0.038715724	0.034420416	0.035630536	0.035630536	0.020203196	0.023052161	0.026303346	0.025951008	0.023335034	0.036253315
ATP5MD	na	0.162631924	0.127925447	0.15245663	0.159062298	0.139334421	0.139334421	0.152685183	0.171709641	0.153150033	0.176441258	0.140789851	0.166113928
ssc-mir-1307	na	0	0	0	0	0	0	0	0	0	0	0	0
PDCD11	na	0.152519985	0.138539502	0.13046722	0.139823083	0.115577029	0.115577029	0.065317747	0.089960957	0.066342569	0.090487814	0.077652687	0.094392056
CALHM2	na	0.005436645	0	0.009164151	0.001583222	0.004561078	0.004561078	0.006053346	0.009182889	0.005624661	0.005506808	0.001159387	0.001462343
CALHM1	na	0	0	0	0	0	0	0	0	0	0.000789463	0	0
CALHM3	na	0	0	0	0	0	0	0	0	0	0	0	0
NEURL1	na	0.031453679	0.020144981	0.027394849	0.026015193	0.025487998	0.025487998	0.04026304	0.032552127	0.030170259	0.025191247	0.028316831	0.035557607
SH3PXD2A	na	0.683435338	0.582725367	0.626154968	0.640347895	0.646383549	0.646383549	0.612188661	0.625834885	0.716711637	0.681896159	0.66981124	0.672781087
RF00026.324	na	0	0	0	0	0.001138722	0.001138722	0	0	0	0	0	0
ENSSSCG00000035475	na	0.025292752	0.016144686	0.027359558	0.018559788	0.025314804	0.025314804	0.000955156	0.00896671	0.006768884	0.006512011	0.001892879	0.010679929
STN1	na	0.26224785	0.220437134	0.285819943	0.247580521	0.291775973	0.291775973	0.178321713	0.155107418	0.167162554	0.177055548	0.192979675	0.185047812
SLK	na	0.498113044	0.526632847	0.534108984	0.456738773	0.515050217	0.515050217	0.420624579	0.430953637	0.453795908	0.404157095	0.470463991	0.429960653
COL17A1	na	0.265075704	0.231518195	0.230095392	0.229521197	0.248629614	0.248629614	0.211544395	0.246616601	0.177603252	0.229067249	0.242230423	0.223787274
SFR1	na	0.008522608	0.004695132	0.005189768	0.0056244	0.01393283	0.01393283	0.0011447	0.003751802	0.005427897	0.004451262	0.002939968	0.00392576
ENSSSCG00000035752	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000010609	na	0	0.000749393	0	0.003194791	0.00060098	0.00060098	0.005491254	0.000651022	0.003743901	0.003460591	0.007726596	0.001229092
ENSSSCG00000010610	na	0	0	0	0	0	0	0	0	0	0	0	0
GSTO1	na	0.052970592	0.035414114	0.036547863	0.031710954	0.025888247	0.025888247	0.034658538	0.028860996	0.02854924	0.043328696	0.035461439	0.033481689
GSTO2	na	0.011671141	0.017939729	0.010189415	0.010299304	0.012987921	0.012987921	0.018758763	0.027147741	0.013552065	0.025486986	0.008317696	0.01542066
ITPRIP	na	0.037248686	0.020476938	0.036536175	0.027147711	0.019884012	0.019884012	0.034149594	0.033877227	0.036856099	0.048737361	0.03712559	0.034598284
CFAP58	na	0.00072906	0.003473483	0.002800976	0.002864286	0.000590025	0.000590025	0.009151545	0.00440939	0.009384118	0.006088789	0.010088894	0.005399229
SORCS3	na	0.011044475	0.013371367	0.014781294	0.008780509	0.014845545	0.014845545	0.034580169	0.049443132	0.032141659	0.051470159	0.049896018	0.047441308
RF00003.17	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00096	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00026.325	na	0	0	0	0	0	0	0	0	0	0	0	0
SORCS1	na	0.016282036	0.018364352	0.014255074	0.007613982	0.007275114	0.007275114	0.006068258	0.015334229	0.009663786	0.014010039	0.008233058	0.009120179
ENSSSCG00000040730	na	0.036103856	0.026151138	0.018097249	0.037781891	0.021204123	0.021204123	0.030394637	0.026155618	0.038366563	0.027074648	0.028541625	0.050315798
RF00091.2	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00599.1	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006978	na	0.01158979	0.002274996	0.004326136	0.002002098	0.004433018	0.004433018	0	0	0	0	0	0
XPNPEP1	na	0.171828029	0.208372357	0.207814683	0.185585655	0.191576513	0.191576513	0.174044989	0.173417493	0.196666142	0.191889449	0.184491932	0.177955905
ADD3	na	1.552317648	1.44457675	1.486505396	1.420205629	1.412828778	1.412828778	1.287953613	1.244015318	1.216306133	1.250674737	1.230674146	1.226378645
ENSSSCG00000037511	na	0	0	0	0	0	0	0	0	0	0	0.002059485	0
MXI1	na	0.449575332	0.38487349	0.446361263	0.418321845	0.40372171	0.40372171	0.396483702	0.392778786	0.443412488	0.407899677	0.400785659	0.415503811
SMNDC1	na	0.142193641	0.13303062	0.143757024	0.108496153	0.115999562	0.115999562	0.124392727	0.140850495	0.114686178	0.094441603	0.156291492	0.11777485
DUSP5	na	0	0.001324335	0	0	0.000855793	0.000855793	0.007660078	0.009235128	0.002566989	0.007677967	0.002882281	0
ENSSSCG00000036552	na	0	0	0	0	0	0	0.003088138	0	0.001952176	0.0025677	0.001204467	0.002124387
SMC3	na	0.272890787	0.229464285	0.210721042	0.254497341	0.227832457	0.227832457	0.264290909	0.222513968	0.246196603	0.200265862	0.21876591	0.238505854
RBM20	na	1.146607638	1.118564925	1.131609232	1.195852357	1.177031863	1.177031863	1.919134757	1.948998412	1.824828676	1.921207684	1.901780504	1.949930431
PDCD4	na	0.399957805	0.361270872	0.348828056	0.384478402	0.371844596	0.371844596	0.210194612	0.292405657	0.230077987	0.226695752	0.214739044	0.254135512
ENSSSCG00000035869	na	0.240216592	0.255807585	0.217707286	0.268709915	0.207393744	0.207393744	0.21477928	0.221863894	0.219003223	0.231107842	0.216569665	0.227358262
SHOC2	na	0.388202443	0.415971212	0.430359795	0.384838343	0.402752099	0.402752099	0.430832599	0.471998833	0.417801538	0.423437974	0.459183939	0.482711738
ADRA2A	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000032666	na	0	0	0	0	0	0	0	0	0	0	0	0
GPAM	na	0.06272876	0.061966933	0.042287137	0.060758938	0.051883768	0.051883768	0.040721609	0.048518585	0.049111583	0.047189447	0.040600205	0.049572837
TECTB	na	0	0	0.001403947	0.00116	0.00116	0.00116	0	0	0.000851767	0	0	0
ENSSSCG00000031896	na	0	0.000690814	0	0.000690814	0	0	0.00600124	0.004867603	0.00332868	0.003323518	0.003802544	0.003143732
ACSL5	na	0.033573509	0.027183732	0.025398536	0.051586833	0.020229176	0.020229176	0.005488041	0.010254699	0.007230262	0.00474429	0.012736424	0.007765149
ZDHHC6	na	0.091057092	0.117892516	0.097228608	0.085746826	0.104336342	0.104336342	0.153984612	0.152080796	0.137118526	0.130923826	0.115080586	0.134198799
VTI1A	na	1.02692258	1.090955745	1.047280743	1.118171846	1.034915966	1.034915966	1.052970814	1.085028237	1.144373107	1.115651035	1.047323848	1.055347056
TCF7L2	na	0.810351674	0.82352619	0.768194794	0.874078948	0.847597683	0.847597683	0.675552267	0.684159263	0.681319735	0.683593323	0.681229725	0.669403632
RF00026.326	na	0	0	0	0	0.001497386	0.001497386	0	0	0	0	0	0
HABP2	na	0.006830513	0.015125843	0.017112512	0.020357457	0.011489072	0.011489072	0.024371275	0.025105389	0.017027745	0.021935333	0.020994451	0.024199156
NRAP	na	2.774502287	2.951933214	2.748968678	2.961289461	2.889771078	2.889771078	6.69673644	6.87930394	7.208679192	6.887676362	6.843980404	7.082983101
CASP7	na	0.14334469	0.140810983	0.155840932	0.141450037	0.181807442	0.181807442	0.073034025	0.052728901	0.086007468	0.093449463	0.091309417	0.081220122
PLEKHS1	na	0.014242878	0.019425808	0.01080729	0.009366466	0.014965808	0.014965808	0.010768779	0.016205453	0.012867997	0.020970187	0.015232556	0.015885286
DCLRE1A	na	0.840715864	0.891469136	0.91083913	0.936699032	0.906363085	0.906363085	0.844677689	0.827346056	0.846773552	0.806960081	0.784455179	0.820343577
NHLRC2	na	1.395861405	1.557605883	1.462760037	1.447237615	1.515352709	1.515352709	1.546411275	1.487810386	1.543007311	1.531356809	1.484394196	1.498342804
ADRB1	na	0.00940127	0.003494801	0.004253207	0.004555857	0.004699436	0.004699436	0.011897154	0.01238761	0.004945273	0.005732304	0.007183945	0.003564342
CCDC186	na	0.752988507	0.730649881	0.804087928	0.720260139	0.733852026	0.733852026	0.550709013	0.613561397	0.55429255	0.585390035	0.612124342	0.574141701
RF02277	na	0	0	0	0	0	0	0	0	0	0	0	0
TDRD1	na	0	0	0	0	0	0	0.009425835	0.022802153	0.014932618	0.018138464	0.017655158	0.011992946
VWA2	na	0.001098317	0.001726799	0.000984263	0	0.002902836	0.002902836	0.009309769	0	0.003072587	0.005073074	0.006218364	0
AFAP1L2	na	0.001824756	0.005922591	0.003080677	0.008577149	0.004146754	0.004146754	0.004199838	0.000851876	0.009286756	0.001430404	0.00305652	0.000923017
ABLIM1	na	17.13228149	17.15488347	17.00973813	17.42391714	17.04290388	17.04290388	19.24299464	19.61675711	19.13573393	19.38374474	19.57014577	19.40465323
FAM160B1	na	0.295482849	0.317980027	0.28090117	0.29113406	0.326748724	0.326748724	0.277862485	0.290467551	0.306664238	0.29689731	0.316472256	0.294281834
TRUB1	na	0.365384307	0.365691632	0.341293577	0.341307869	0.332078465	0.332078465	0.266991426	0.271319299	0.272005453	0.258538887	0.276305317	0.245561546
ATRNL1	na	0.327243449	0.299562039	0.343941561	0.296337125	0.281351829	0.281351829	0.163907596	0.147392281	0.132688628	0.154965389	0.146777664	0.14369459
RF00026.327	na	0	0	0	0	0	0	0	0	0	0	0	0
GFRA1	na	0.051308765	0.023275489	0.029563568	0.038901341	0.034869479	0.034869479	0.049258438	0.040656228	0.03071593	0.042624377	0.038585543	0.056864463
CCDC172	na	0.003582258	0.001919436	0.001203141	0.002861491	0.002834789	0.002834789	0.002768838	0.006851171	0.006809787	0.006914226	0.004498251	0.007278538
PNLIPRP3	na	0.001917874	0.002772603	0.003591133	0.002288149	0.000351046	0.000351046	0	0	0	0	0	0.001885491
PNLIP	na	0	0	0	0	0	0	0	0	0.001784582	0.001784582	0	0.001545262
PNLIPRP1	na	0	0	0	0	0	0	0.001499829	0	0.001499829	0.001499829	0	0.001499829
PNLIPRP2	na	0	0.00117409	0	0.00117409	0.00117409	0.00117409	0.004319381	0.002631263	0.005791634	0.000825552	0.002663879	0.00561376
C10orf82	na	0.001293312	0.001324335	0	0	0	0	0	0	0.002139818	0.001170326	0.00556615	0.003016379
HSPA12A	na	0.018139926	0.023894354	0.017949902	0.033976137	0.007855546	0.007855546	0.020638392	0.030357006	0.019911672	0.019639371	0.017203056	0.023982525
ENO4	na	0	0	0	0.000723201	0	0	0	0	0.001946664	0.00132272	0.001946664	0.001941532
SHTN1	na	0.020458008	0.006333748	0.013642375	0.021927496	0.005935517	0.005935517	0.018523449	0.003007695	0.016090419	0.007001061	0.008414144	0.010483836
RF00100.57	na	0	0	0	0	0	0	0	0	0	0	0	0
VAX1	na	0	0	0	0	0	0	0	0	0	0	0	0
KCNK18	na	0	0	0.006856618	0.001640326	0	0	0	0	0	0	0	0
SLC18A2	na	0.003007189	0.004501174	0.001505825	0.001787029	0.004198434	0.004198434	0.008433911	0.006196011	0.01128128	0.009190604	0.006720796	0.012802539
ENSSSCG00000010669	na	0.570995797	0.633588322	0.674149625	0.687702038	0.609949498	0.609949498	0.734789544	0.688247343	0.659975457	0.673684423	0.684835793	0.709363496
EMX2	na	0	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP2	na	0.261702304	0.260731315	0.248625144	0.268734854	0.269693633	0.269693633	0.193104098	0.168837339	0.155706219	0.166100562	0.176723828	0.17830634
ENSSSCG00000037574	na	0.000741318	0	0.002057886	0.000944994	0.000944994	0.000944994	0	0.001105677	0	0	0	0
ENSSSCG00000010674	na	0.26936379	0.196681788	0.279878454	0.253508812	0.263383985	0.263383985	0.205454895	0.216043311	0.166457612	0.183140469	0.198633866	0.173060554
PRLHR	na	0	0	0	0	0	0	0	0	0	0	0	0
CACUL1	na	0.307796069	0.338676234	0.347849889	0.304313506	0.3315823	0.3315823	0.276671987	0.286475693	0.330869295	0.291682986	0.257279326	0.278695392
NANOS1	na	0	0	0	0	0	0	0	0	0.000707962	0	0	0
EIF3A	na	0.303361606	0.281165806	0.265253691	0.305139429	0.304007492	0.304007492	0.257167091	0.271046514	0.290703811	0.25088264	0.255359236	0.268455677
RF00413.3	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00413.4	na	0	0.001657381	0.006384854	0.001657381	0.000619169	0.000619169	0	0	0	0	0	0
FAM45A	na	0.212425718	0.202207746	0.228643149	0.223495482	0.222363766	0.222363766	0.212651124	0.207759719	0.245127158	0.240839551	0.291425114	0.253505338
RF00156.22	na	0	0	0	0	0	0	0	0	0	0	0	0
SFXN4	na	0.436572942	0.470615374	0.446963426	0.488426225	0.46429038	0.46429038	0.500354843	0.531909514	0.521927739	0.527746443	0.539869198	0.55180017
PRDX3	na	0.09345656	0.075995186	0.082758649	0.081569649	0.071288759	0.071288759	0.076781084	0.099430828	0.088679365	0.088324363	0.089317891	0.09249069
GRK5	na	4.656658819	4.518595671	4.659416555	4.761107087	4.533302075	4.533302075	7.223528296	7.416364381	7.334649879	7.181829735	7.438747882	7.271495947
RGS10	na	0.003866558	0.003786616	0.003921583	0.008309811	0.007763797	0.007763797	0.010116753	0.012940012	0.012183045	0.018601613	0.015603393	0.004323088
ENSSSCG00000010685	na	0.691482491	0.700706899	0.662487954	0.640630617	0.58519333	0.58519333	0.604376498	0.576815979	0.559740898	0.581730054	0.616247592	0.569689505
BAG3	na	0.371004908	0.335555221	0.35863944	0.337564456	0.416774186	0.416774186	0.355421199	0.359668646	0.341685835	0.314201096	0.336442529	0.339329757
INPP5F	na	0.472504163	0.520989982	0.433798596	0.439788489	0.465198571	0.465198571	0.515776145	0.51148657	0.551446906	0.51088658	0.557716315	0.518742786
ENSSSCG00000039630	na	0	0	0	0	0	0	0	0	0	0	0	0
