NAME	DESCRIPTION	P1-MI-D1	P1-MI-D3	P11-Sham	P2-Sham	P4-Sham	P8-MI-D1	P8-MI-D3	P9-Sham
Gm4353	na	0.005002366	0.002177967	0.001684929	0.001772312	0.003223545	0.000665307	0.000617271	0.000598771
Plekha7	na	0.345034711	0.283268632	0.123061331	0.194105965	0.185562306	0.175294747	0.094892789	0.170813113
Rps13	na	0.084119066	0.044103876	0.037844334	0.030297655	0.033968265	0.050463762	0.044589378	0.040491172
RP23-335G1.1	na	0.006647418	0.010839589	0.00296536	0.003720893	0.005778108	0.004547735	0.005931422	0.005868479
Pik3c2a	na	0.352326981	0.312385873	0.18261228	0.231814159	0.249239386	0.298453115	0.260669345	0.228528272
Nucb2	na	0.041388557	0.025514477	0.009173868	0.029016405	0.017388146	0.030356616	0.010625354	0.008867821
RP24-143K11.1	na	0.001421166	0	0	0	0.000396921	0.000348082	0.000437544	0
RP24-143K11.2	na	0.004404552	0.001663936	0.000824318	0.001772204	0.000345394	0.007282122	0.002563849	0.001770096
RP23-174K7.1	na	0	0	0	0	0	0	0	0
Xylt1	na	0.048496009	0.04417032	0.009295573	0.020713017	0.016367388	0.028637792	0.024329106	0.00897895
Rps15a	na	0.287293817	0.195613526	0.060822545	0.182117319	0.18633046	0.111987771	0.102920384	0.085157894
Arl6ip1	na	0.191337939	0.373662763	0.072167244	0.240320887	0.238043395	0.092142867	0.14873903	0.086999553
Smg1	na	0.786508583	0.729355052	0.71252556	0.519704675	0.531645663	0.872534665	0.910849801	0.679107251
RP23-213H1.2	na	0	0.000584832	0.000529653	0.000946905	0	0	0	0.000501453
RP24-282D2.2	na	0	0	0	0	0	0	0	0
Syt17	na	0.007727593	0.007809624	0.008743716	0.01800599	0.013951473	0.006121348	0.006454026	0.009336967
Itpripl2	na	0.088628068	0.112931822	0.005199296	0.039322796	0.028062724	0.028351887	0.042754091	0.008120529
Coq7	na	0.27719731	0.367483468	0.101672268	0.433589713	0.308624888	0.061107779	0.089996099	0.125208922
Tmc7	na	0.016363451	0.04233501	0.04263428	0.029944642	0.02909569	0.022886966	0.028095592	0.049219216
RP24-185P7.1	na	0	0	0	0	0	0	0	0
Tmc5	na	0.003494544	0.002666784	0.006507994	0.001455788	0.001787818	0.005368882	0.00427348	0.00655681
Gde1	na	0.100632534	0.092550168	0.022224578	0.113185897	0.079916865	0.033318709	0.026556448	0.025740132
Ccp110	na	0.0263352	0.029810575	0.009660463	0.011946865	0.010641142	0.023237442	0.039835095	0.006848534
9030624J02Rik	na	0.110991553	0.147931725	0.080280001	0.124110428	0.088927753	0.075168942	0.112687747	0.114089096
Knop1	na	0.180195467	0.149942708	0.045780213	0.173182734	0.100460849	0.06780773	0.080696863	0.072911015
Iqck	na	0.01203463	0.005484385	0.006376387	0.006708025	0.009191186	0.011721288	0.005022666	0.011785504
RP23-446E13.1	na	0.000744483	0.000986574	0.00106209	0	0	0.002156429	0.001354021	0
Gprc5b	na	0.052410322	0.048977595	0.008326721	0.045768909	0.027744219	0.016337249	0.011538826	0.011105208
Gpr139	na	0	0.000594474	0.003310781	0.001285997	0	0	0	0.000976887
Gp2	na	0	0	0	0	0.000699676	0	0	0.000414794
Umod	na	0	0	0.000272854	0	0.000653766	0	0	0
RP24-350A15.6	na	0	0	0	0	0	0	0	0.000371599
Pdilt	na	0.00053062	0.000383151	0.00055538	0	0.002173361	0.00248218	0	0.002901831
Acsm5	na	0.000874711	0.001103434	0.001677836	0	0.001896747	0.001039409	0	0.002868467
Acsm2	na	0.000738388	0	0	0	0	0	0	0
RP23-306P12.4	na	0.160650638	0.104838977	0.058925061	0.09195387	0.233747547	0.085384016	0.116278536	0.114850952
Acsm1	na	0	0	0	0	0.000483092	0	0	0.000828715
RP23-306P12.2	na	0	0	0	0	0	0	0	0.000452412
RP23-306P12.3	na	0	0	0	0	0	0	0	0
Acsm4	na	0	0	0	0	0	0	0	0.000275697
Thumpd1	na	0.065939568	0.062287456	0.022087704	0.061863016	0.036806453	0.035512546	0.027386681	0.022385683
RP24-263G24.2	na	0.004130353	0.003575867	0.002967054	0.006999613	0.006875901	0.004371938	0.001335699	0.004445811
Acsm3	na	0.006477661	0.006150437	0.009136693	0.004350039	0.003621863	0.003909317	0.003546183	0.008498038
Eri2	na	0.051066489	0.091949084	0.032209538	0.069807493	0.079311529	0.034213182	0.041970056	0.030932456
2610020H08Rik	na	0.02287957	0.044431911	0.00919072	0.018113149	0.019925241	0.013215977	0.017869249	0.00604455
Dcun1d3	na	0.118152079	0.119222757	0.097630561	0.12310089	0.136873826	0.123092277	0.144544597	0.117394746
Lyrm1	na	0.080230856	0.064541269	0.050056119	0.050172145	0.04505278	0.087093425	0.082003908	0.047289317
Dnah3	na	0.005732615	0.006026304	0.006903984	0.002947126	0.007598289	0.004997472	0.006039703	0.00626068
Tmem159	na	0.046386878	0.049384286	0.021528143	0.041407814	0.028547029	0.017560919	0.033410306	0.024783083
Zp2	na	0.001830657	0.00079288	0.002237783	0	0.00059356	0	0.003183811	0.00240883
RP23-175F18.3	na	0	0	0	0	0	0	0	0
Anks4b	na	0	0	0	0	0	0	0	0
Crym	na	0.000585359	0	0	0	0.000625245	0.000548748	0.000603099	0
Abca14	na	0.005580851	0.002870055	0.006688073	0.005826785	0.005973432	0.004245001	0.007175535	0.013526087
Abca15	na	0.00360358	0.003464208	0.005330552	0.001860892	0.001982664	0.002782888	0.005100789	0.003648417
Abca16	na	0.023732898	0.017367675	0.020791651	0.0161201	0.040748737	0.018618155	0.023479747	0.019689401
RP23-17C12.1	na	0.039211444	0.053144535	0.023444893	0.073506117	0.02841708	0.012027476	0.013949511	0.031280486
Uqcrc2	na	0.981881312	1.003951902	0.360726887	1.297280865	0.824701808	0.351265881	0.431727274	0.383221393
Pdzd9	na	0.002677852	0.002630382	0.002030507	0.003336776	0.003211878	0.000929514	0.003229632	0.000733619
RP23-17C12.5	na	0.002793037	0.002395488	0.004887588	0.004202952	0.005494926	0.002884208	0.00154942	0.008346165
9030407P20Rik	na	0.013986612	0.019027888	0.017938272	0.018919287	0.012943333	0.0109366	0.011985168	0.019774103
BC030336	na	0.178521435	0.18970279	0.102354963	0.100147908	0.084628748	0.148232727	0.150850787	0.10542159
Vwa3a	na	0.01300461	0.013257856	0.011952575	0.010513629	0.006047619	0.009233337	0.014584899	0.008032091
SDR42E2	na	0.002148108	0.001087446	0.001257839	0.002346941	0.003240329	0.000514915	0.001341961	0.00263389
Eef2k	na	0.166720129	0.186564162	0.167556407	0.144536382	0.090650478	0.163897298	0.169106519	0.157422369
Gm15774	na	0.00099346	0.000357657	0.002085309	0.000225321	0.001611661	0.002734442	0.003300723	0.000506513
Polr3e	na	0.122603397	0.09083084	0.077115047	0.090513103	0.075875035	0.081312713	0.074127812	0.089389453
Cdr2	na	0.053039992	0.038422114	0.00458667	0.014674913	0.013180185	0.02905776	0.030754189	0.008331934
4933427G17Rik	na	0.023714734	0.019689797	0.020568205	0.014403335	0.019472901	0.021568242	0.029456098	0.030888689
Mettl9	na	0.242859311	0.261578064	0.094684365	0.225248912	0.192807783	0.120649582	0.154245577	0.101918512
Igsf6	na	0.012617129	0.010752187	0.001382613	0.008871636	0.00764363	0.005800367	0.008880641	0.002147676
Otoa	na	0.006509706	0.02046024	0.003550875	0.006124781	0.011132835	0.006579864	0.007023896	0.004506582
RP23-11L1.3	na	0	0	0	0	0	0	0	0
RP23-11L1.4	na	0.000814231	0	0.000494695	0	0.00038975	0	0.00061312	0
Hs3st2	na	0	0.000508474	0	0	0.000269092	0.001252083	0.000281822	0.001399212
RP23-2D23.2	na	0.000307191	7.74E-05	0.002317887	0	0.000384359	0.00163343	0.002718591	0.001675492
RP23-166E8.2	na	0	0	0	0	0	0	0	0
Usp31	na	0.113797216	0.094039248	0.02776699	0.038554134	0.039942908	0.087321627	0.062443476	0.027048462
1700069B07Rik	na	0.000673717	0	0	0	0	0	0	0
Scnn1g	na	0.001164771	0	0	0	0	0	0.000569558	0.001177789
Scnn1b	na	0.004013854	0.001283228	0.000480245	0.000417092	0.000451939	0.000531231	0.00077399	0.003501863
Cog7	na	0.066538394	0.081285116	0.043869634	0.072379262	0.05450019	0.027867511	0.028253278	0.049902766
RP23-133N24.2	na	0.01323832	0.010545645	0.012176747	0.015984927	0.019454332	0.007329936	0.008855932	0.01732346
Gga2	na	0.157590213	0.158448724	0.050968167	0.11071513	0.085580233	0.074899196	0.084033841	0.05803494
Ears2	na	0.244865786	0.22546152	0.074376398	0.183437147	0.149055878	0.108182934	0.090896099	0.081990246
Ubfd1	na	0.182682799	0.162418389	0.058677593	0.144922718	0.107187839	0.080171702	0.082494062	0.07642355
Ndufab1	na	0.529524825	0.478883248	0.289984445	0.607474592	0.653112113	0.160719578	0.249275146	0.387433747
Palb2	na	0.0566635	0.044671409	0.022103052	0.046378705	0.0445927	0.016851656	0.026450797	0.024246807
Dctn5	na	0.073349068	0.09303379	0.039131503	0.046313758	0.042495607	0.063422002	0.080516452	0.041263186
Gm15489	na	0.122788908	0.097131498	0.035933124	0.110642857	0.127340693	0.046298025	0.051596756	0.051373577
Plk1	na	0.023419765	0.082467371	0.003672415	0.034154767	0.035123873	0.003614183	0.015293241	0.005642096
Ern2	na	0	0.000688776	0	0	0	0	0	0
Chp2	na	0	0	0	0	0	0	0	0
Prkcb	na	0.073105753	0.058440696	0.028118442	0.11045427	0.061280843	0.027503452	0.039134769	0.037045258
Cacng3	na	0.004084888	0.002081881	0.00313244	0.003402176	0.002105602	0.003782548	0.003449073	0.00635463
Rbbp6	na	0.498341037	0.49422132	0.314265702	0.426476143	0.313263578	0.385059447	0.427894565	0.344305639
Tnrc6a	na	0.66844095	0.691617621	0.462075212	0.422409599	0.347474169	0.702101683	0.685392023	0.453045894
Slc5a11	na	0.000617637	0.001620711	0.018033413	0.004595033	0.001549509	0.003322692	0.003360389	0.017598633
Arhgap17	na	0.138289138	0.155967569	0.068186902	0.084146549	0.073617083	0.122968263	0.116944073	0.066221016
Lcmt1	na	0.087200829	0.097920114	0.040684819	0.088705063	0.059073003	0.024801376	0.045966326	0.044756789
Aqp8	na	0.000433553	0.002305861	0.000474324	0.002740443	0.000227957	0	0.005369906	0
Zkscan2	na	0.016184007	0.006859698	0.002010163	0.005202029	0.005235925	0.001530578	0.0023071	0.000859805
Gm27040	na	0	0	0	0	0	0	0	0
Hs3st4	na	0.003560128	0.006407098	0.00981229	0.005269247	0.002733892	0.005486714	0.009153798	0.010371233
Gm15339	na	0	0	0	0	0	0	0	0
3100003L05Rik	na	0.008070865	0.006998893	0.010041675	0.005146278	0.009893149	0.01420613	0.013534009	0.007476266
RP24-63N24.1	na	0.000166252	0	0	0	0	0	0	0
4933440M02Rik	na	0.004102901	0.00550942	0.004841551	0.003288726	0.002582474	0.001682292	0.00598411	0.007368683
4930571K23Rik	na	0	0	0	0	0	0	0	0
RP23-302N11.3	na	0	0	0	0	0	0	0.00072596	0
Kdm8	na	0.026182865	0.027439506	0.021711691	0.019084755	0.025861026	0.013457966	0.019593234	0.021312064
Nsmce1	na	0.130078492	0.168138646	0.059173447	0.17252633	0.126305667	0.039262897	0.063522548	0.059141752
Il4ra	na	0.038254851	0.038451674	0.006771981	0.014123161	0.007708719	0.030710372	0.038265398	0.005692482
RP23-136A14.3	na	0	0.000479367	0	0	0	0	0	0
Il21r	na	0.000886129	0.001872373	0.001615871	0.004031477	0.001132389	0.001795001	0.007134956	0.001636765
Gtf3c1	na	0.321143147	0.373104483	0.222552015	0.273280172	0.200247567	0.253781977	0.291117469	0.254439479
D430042O09Rik	na	0.116522213	0.1501261	0.085842209	0.125198858	0.08696475	0.084284612	0.137214774	0.104275904
Gsg1l	na	0.135827556	0.21996615	0.083382824	0.115980619	0.074889528	0.108123134	0.190915929	0.11613654
Xpo6	na	0.369643557	0.332104472	0.347071562	0.192958045	0.158475286	0.567205893	0.446037689	0.262521651
RP23-353F16.3	na	0.019902846	0.014650898	0.024905964	0.016512545	0.022341776	0.023659125	0.030279692	0.035605004
Sbk1	na	0.089121736	0.148717685	0.159061556	0.187352934	0.088242331	0.116597196	0.207346416	0.194247865
RP23-407J24.3	na	0	0	0	0	0.000599198	0	0	0
Lat	na	0.003753498	0.003323134	0.00225385	0.002703989	0.003445453	0.003691705	0.008978383	0.005488647
Spns1	na	0.086762938	0.115765404	0.065160709	0.141794149	0.092749243	0.047770645	0.065482545	0.066853383
Nfatc2ip	na	0.028265012	0.035728751	0.016921956	0.024733098	0.015695016	0.01429675	0.028818542	0.017252242
Cd19	na	0.000661769	0.001246646	0.000588875	0.007534092	0.000434082	0.002519268	0.005960706	0.001167249
Rabep2	na	0.067202612	0.065252176	0.050465226	0.069249873	0.046059807	0.035631701	0.043810148	0.058999195
Atp2a1	na	0.002277768	0.002379851	0.002793597	0.0016544	0.003668467	0.003829827	0.00221368	0.002416245
Sh2b1	na	0.160991448	0.161647749	0.138039294	0.137143927	0.071339729	0.10866161	0.133816859	0.120056678
Tufm	na	0.220269049	0.120266386	0.042508318	0.204221923	0.094417425	0.025976704	0.047114198	0.048241181
Atxn2l	na	0.196463948	0.172936229	0.197259744	0.118514701	0.067539108	0.161215993	0.16694413	0.192883757
Eif3c	na	0.279776515	0.225435784	0.054862932	0.270568197	0.135393884	0.072895973	0.084586531	0.06587916
Cln3	na	0.055928908	0.054951009	0.03584087	0.066627968	0.032573385	0.03555917	0.034812907	0.044484491
Apobr	na	0.003822946	0.003674643	0.001000861	0.000343862	0.000402352	0.000385843	0.001638437	0
Il27	na	0.002858046	0.004402701	0.006038762	0.003159978	0.00817174	0.004338878	0.006178849	0.008998282
Nupr1	na	0.015605164	0.024721376	0.003621813	0.015518939	0.022927336	0.008746237	0.035322734	0.007100358
2510046G10Rik	na	0.019039285	0.007414291	0.00546202	0.007246429	0.010591405	0.001901297	0.002996305	0.008043305
Sgf29	na	0.093956745	0.085363894	0.05755725	0.08248677	0.064528488	0.041127193	0.046629929	0.060076575
Sult1a1	na	0.036402443	0.012241968	0.003368745	0.013473662	0.005577806	0.000611914	0.005263215	0.004428404
Slx1b	na	0.041810873	0.048724265	0.041624593	0.037028757	0.046259862	0.03783872	0.039869925	0.053848161
Bola2	na	0.221944417	0.213343806	0.041878939	0.20408824	0.1110694	0.063551633	0.081427125	0.04051165
Coro1a	na	0.037700559	0.03246014	0.005461526	0.035515914	0.015348596	0.012224058	0.034208536	0.00497049
RP23-421P23.4	na	0	0	0	0	0	0	0	0
Mapk3	na	0.125601073	0.141826828	0.039632733	0.108753102	0.058022523	0.036068311	0.050902546	0.035936456
Gdpd3	na	0.060462302	0.048655604	0.039064988	0.045696722	0.040341606	0.023496075	0.030524883	0.050279708
Ypel3	na	0.144130599	0.185318951	0.147826501	0.236507876	0.143178718	0.041107615	0.100759445	0.191001936
Tbx6	na	0.002021403	0.0045457	0.004739202	0.002535847	0.001439591	0.00216809	0.000825333	0.000593809
Ppp4c	na	0.178670937	0.177016181	0.074052653	0.162707571	0.111730054	0.07350869	0.090509971	0.079343897
Aldoa	na	1.712951866	1.477745745	0.466209447	1.757842092	1.30612377	0.343240731	0.47064751	0.544743747
Fam57b	na	0.066773497	0.072179796	0.072087233	0.058220082	0.041402152	0.083559948	0.087664308	0.077739657
4930451I11Rik	na	0	0.00063816	0	0	0	0	0	0
RP23-421P23.12	na	0.001504988	0	0.001449948	0.002166339	0.002368373	0.00070237	0.003222019	0.003762634
Doc2a	na	0	0	0	0	0	0.000507137	0.000600814	0
Ino80e	na	0.117492446	0.097362716	0.049728009	0.072081244	0.054512972	0.063959537	0.052394614	0.045135351
Hirip3	na	0.040743851	0.045868702	0.007194693	0.022709747	0.025808157	0.006592484	0.016319665	0.013073849
Taok2	na	0.070916154	0.069817533	0.027551212	0.034858504	0.026213915	0.04442417	0.046454582	0.023522959
Tmem219	na	0.071240598	0.072123258	0.046155342	0.053243822	0.048614583	0.038400359	0.048684274	0.040897718
Kctd13	na	0.045985374	0.048920523	0.033288089	0.044025791	0.028625185	0.029194398	0.030098497	0.030992914
Asphd1	na	0.000589372	0.000857905	0	0	0.001840205	0	0	0
Sez6l2	na	0.010749793	0.015642893	0.003651729	0.005712027	0.004573615	0.005263379	0.006825714	0.00591472
D830044I16Rik	na	0.002812038	0.002829478	0.000640271	0.002986627	0.00204059	0.000776822	0.002030715	0.000424776
Cdipt	na	0.112925219	0.134447505	0.040394811	0.091707645	0.0662513	0.048787473	0.065128644	0.041637117
Mvp	na	0.097289412	0.080800125	0.024895883	0.048039474	0.023494253	0.039396263	0.036215995	0.021913835
Pagr1b	na	0.019365617	0.012282964	0.012201194	0.020399096	0.019052445	0.002252087	0.006611756	0.015167374
Pagr1a	na	0	0	0	0	0	0	0	0
Gm42742	na	0	0	0	0	0	0	0	0
Prrt2	na	0	0	0	0	0.001104944	0	0	0
Maz	na	0.096349472	0.151942717	0.054000501	0.090918392	0.068312429	0.052582392	0.057289339	0.044563007
Kif22	na	0.03819574	0.107032706	0.01338182	0.053205488	0.063376904	0.010082067	0.023261465	0.006804255
RP23-142A14.9	na	0	0.001659438	0.000509651	0.001589411	0.000609001	0.000606874	0.00169195	0
Zg16	na	0.003607639	0.001932763	0.002322512	0	0.001718299	0.002318485	0.004117509	0.003485782
RP23-142A14.12	na	0	0	0	0	0	0	0	0
AI467606	na	0.005618978	0.002104183	0.005241797	0.003651136	0.005477335	0.00421414	0.004026737	0.000542285
Qprt	na	0.000642522	0	0	0.002672174	0	0	0.001662347	0
Spn	na	0.001562825	0.001345209	0	0.005511587	0.000293437	0.002439373	0.004186597	0.000372399
Cd2bp2	na	0.090385938	0.084776722	0.041990377	0.071703659	0.032965577	0.043921813	0.058059818	0.035787439
Tbc1d10b	na	0.089750527	0.088074927	0.029607787	0.04714782	0.028000577	0.057128867	0.078793632	0.034209159
Mylpf	na	0.004100753	0.005765922	0.002038051	0.008157009	0.003484551	0.000506465	0.000492749	0.000600453
1-Sep	na	0.130496173	0.16369373	0.173236603	0.150134692	0.134418375	0.074664816	0.109180609	0.182933212
Zfp553	na	0.054481462	0.054926726	0.02800942	0.059447428	0.039619732	0.019937255	0.031094099	0.037902791
Zfp771	na	0.089707855	0.09819953	0.074416179	0.085815845	0.041574331	0.054638612	0.097157065	0.052964616
Dctpp1	na	0.151445712	0.171874927	0.019502489	0.197729042	0.127872684	0.009041262	0.019988771	0.027570996
Sephs2	na	0.060740583	0.072365721	0.020888894	0.102670985	0.062814324	0.020243725	0.017050045	0.025210047
RP24-443B5.7	na	0	0	0	0	0	0	0.000578608	0.000474867
Itgal	na	0.019917745	0.009353814	0.006371541	0.006910978	0.01990294	0.020014662	0.022628683	0.010755271
Zfp768	na	0.094766895	0.101202866	0.057319876	0.091881141	0.061187443	0.051086015	0.053582012	0.048282599
Zfp747	na	0.009804414	0.004659896	0.00494849	0.008345025	0.007534933	0.006302731	0.004696396	0.001862755
9130019O22Rik	na	0.010918329	0.007429004	0.003118884	0.004797477	0.003671897	0.005127744	0.006077741	0.002331523
E430018J23Rik	na	0.013592596	0.017532818	0.004200613	0.012905583	0.0046978	0.00671703	0.009216687	0.010148154
Zfp764	na	0.012030182	0.004236612	0.002777995	0.008303563	0.005040579	0.004073206	0.003157352	0.002905165
Zfp688	na	0.030506102	0.032384896	0.011485833	0.027786635	0.017825188	0.017612714	0.015781935	0.015572165
RP23-4H17.3	na	0.006252228	0.002862397	0.008951185	0.004268739	0.003597884	0.003608685	0.006705062	0.015403139
Zfp689	na	0.01469941	0.013017041	0.009069606	0.02049649	0.020807305	0.00613131	0.012340026	0.014333798
Prr14	na	0.193935064	0.196923668	0.117334701	0.16594086	0.152996632	0.128203456	0.142783278	0.130116333
Fbrs	na	0.077741034	0.077584785	0.042493179	0.0612813	0.024680045	0.066223375	0.074366393	0.05907433
1700008J07Rik	na	0.014800851	0.01452779	0.013358431	0.022372653	0.015957406	0.010211521	0.011927125	0.026093395
Srcap	na	0.071449593	0.069748249	0.047968466	0.061071006	0.079704246	0.06848938	0.075816572	0.080229972
Gm42715	na	0.005409057	0.004039132	0.00299576	0.003816413	0.005798186	0.015518678	0.011186067	0.007818468
Gm28198	na	0.273920691	0.227528643	0.07499734	0.223231672	0.216200558	0.086716573	0.11910577	0.123487452
Tmem265	na	0	0	0	0	0	0	0	0
Phkg2	na	0.070107358	0.078067077	0.083577364	0.082338979	0.055143279	0.081103382	0.082781833	0.084177008
Ccdc189	na	0.011593731	0.019899771	0.013901938	0.03224912	0.020535969	0.005138933	0.008289976	0.013687006
Rnf40	na	0.067813709	0.096073819	0.050254392	0.055082055	0.052349788	0.093483716	0.089758669	0.053490762
RP24-159C12.10	na	0.023930175	0.018394289	0.011474537	0.020745253	0.023990455	0.010366948	0.012959345	0.015541495
1700120K04Rik	na	0.000495248	0	0	0	0	0	0	0
Zfp629	na	0.066552342	0.077748672	0.061769652	0.0554996	0.031921185	0.07957209	0.104925028	0.049583014
Bcl7c	na	0.104511609	0.084089717	0.046030338	0.080798013	0.078967631	0.070037513	0.071127729	0.066680392
RP23-430B14.2	na	0.08328852	0.067088412	0.035913297	0.05804806	0.06349203	0.041710808	0.043433705	0.047532532
Ctf1	na	0.004540747	0.012684841	0.011998099	0.009883288	0.009002594	0.002224263	0.007751901	0.009543293
Ctf2	na	0.007943111	0.007543017	0.020491671	0.009460317	0.018268442	0.008754388	0.010508307	0.017737546
Fbxl19	na	0.039688612	0.054548111	0.027913098	0.027123587	0.016634028	0.034989781	0.039724412	0.031698124
Orai3	na	0.023257632	0.028513113	0.007305368	0.024685663	0.010589291	0.005471878	0.009115845	0.006993554
Setd1a	na	0.023531582	0.021644211	0.021875573	0.013473657	0.023695434	0.023920904	0.01905991	0.025022657
RP23-325D10.3	na	0	0	0.000566534	0.001143893	0	0	0.000650257	0
Hsd3b7	na	0	0	0	0	0	0	0	0
Stx1b	na	0.002327427	0.001637269	0.004644226	0.00252311	0.001429885	0.0014178	0.003285387	0.001951777
Stx4a	na	0.288528541	0.328435657	0.296745051	0.262541692	0.19389174	0.167832045	0.239633761	0.276552669
Zfp668	na	0.028975689	0.0344912	0.026946417	0.030548748	0.022144382	0.033431262	0.029542966	0.023992133
Zfp646	na	0.046875305	0.05372282	0.018620297	0.042749034	0.03985887	0.014416163	0.029692657	0.017274552
Prss53	na	0.006569485	0.005277534	0.00449144	0	0.002185192	0.004006257	0.008626188	0.007502966
Gm21974	na	0.000536336	0	0	0	0	0.000498242	0.000403512	0
Vkorc1	na	0.001714221	0.000522587	0	0.001939121	0.000997527	0	0.00044255	0
Bckdk	na	0.137447876	0.159567093	0.053734552	0.213562047	0.153945674	0.039738935	0.053605418	0.070263006
Kat8	na	0.03221522	0.049999653	0.033801391	0.045957247	0.0312766	0.028776634	0.038424497	0.024470193
Prss8	na	0.000739408	0	0	0.000609305	0.001383507	0.000551226	0.00055639	0.000450058
Prss36	na	0.058940669	0.060442654	0.091478382	0.114243824	0.083085728	0.030456138	0.05397734	0.102339204
Fus	na	1.238662481	1.136085005	0.919540121	1.13472584	1.004215225	0.931772691	0.958500183	0.969130407
Gm26690	na	0.013881761	0.00948904	0.003701997	0.007044449	0.004070634	0.003043279	0.00540581	0.005435719
Pycard	na	0.112776653	0.153859417	0.035108286	0.150944482	0.110266257	0.047313395	0.060338037	0.069897673
Gm15533	na	0.000543129	0.000663605	0	0	0	0	0	0.000562918
Trim72	na	0.016599931	0.023173585	0.014849645	0.003680373	0.003000049	0.010788587	0.026114725	0.012776045
Itgam	na	0	0	0	0	0	0	0	0
Itgam.1	na	0.00139995	0	0	0	0.000617818	0.002153669	0.001285468	0
Itgax	na	0.002948198	0.003906894	0.001739871	0.001726287	0.001382211	0.002762352	0.004244058	0.002455895
Itgad	na	0.013329449	0.011401561	0.012698577	0.014324328	0.031681323	0.01620959	0.014434017	0.021963303
RP23-144N15.7	na	0	0	0	0	0	0	0	0
Cox6a2	na	1.912367841	1.921710075	1.359814936	2.647679746	2.383508918	0.65994022	0.938093047	1.463354036
RP23-144N15.10	na	0	0.000785472	0	0	0	0	0.000781358	0
9130023H24Rik	na	0.009994272	0.0102044	0.002651018	0.005617172	0.002704069	0.002368421	0.005643409	0.002231292
Armc5	na	0.054586497	0.052710482	0.022510425	0.025814781	0.026112344	0.043016947	0.039700106	0.025154534
Tgfb1i1	na	0.20829371	0.140802494	0.020339115	0.10122033	0.054641915	0.066716032	0.105808163	0.029604744
Tgfb1i1.1	na	0	0	0	0	0	0	0	0
Slc5a2	na	0.000739203	0.0008179	0	0	0.000363693	0	0	0.000563995
BC017158	na	0.01821666	0.020161898	0.010092122	0.013669075	0.00790928	0.00983129	0.013793513	0.009005681
Rgs10	na	0.01715437	0.033382312	0.008366535	0.021921111	0.023461427	0.004899485	0.018137001	0.008567246
Tial1	na	0.342112674	0.455302004	0.347846683	0.304792057	0.194439974	0.34790354	0.393599445	0.303089702
RP23-178C20.4	na	0.002774371	0.006269432	0.010337193	0.003978914	0.005079767	0.008321766	0.014675726	0.005144851
Bag3	na	0.3291206	0.496226581	0.489111889	0.338372796	0.265173764	0.351865133	0.4893982	0.371040386
RP24-143L4.3	na	0	0.000522811	0	0	0	0	0	0
Inpp5f	na	0.088140018	0.100134846	0.046823078	0.050731689	0.043362269	0.119300645	0.101670381	0.044678699
Mcmbp	na	0.31873027	0.287598353	0.426134157	0.32403226	0.27483992	0.218621283	0.191829395	0.539510338
RP23-172P1.2	na	0.000488661	0.000396901	0	0.001104164	0.000874823	0.000262836	0.00079669	0.000464929
RP23-172P1.4	na	0.000730606	0.000631491	0	0	0	0	0	0
Sec23ip	na	0.10878541	0.099516544	0.03541697	0.068983225	0.055695571	0.062320916	0.042194904	0.033786218
RP23-145H5.1	na	0.000942932	0.001624646	0.003282121	0.001653896	0.000508169	0.000272927	0.002718019	0.002799247
Plpp4	na	0.000225008	0.001578233	0.004809746	0.002333586	0.002751329	0.001479023	0.001265209	0.002356354
RP23-223O9.2	na	0	0.000527337	0	0	0	0.000342506	0.000795119	0
Wdr11	na	0.079492719	0.102798548	0.048305886	0.079313812	0.0389539	0.079505857	0.087792851	0.053951514
RP23-68N11.1	na	0	0.000646217	0.001136976	0.001128661	0.000586243	0.002025549	0.00370896	0.003608685
RP23-345M1.1	na	0	0	0	0	0	0	0	0
RP23-307M24.1	na	0.000597842	0.000673402	0.003125555	0	0.000426832	0	0	0.001000851
Fgfr2	na	1.483910383	1.381943355	1.423289838	1.181497584	1.301538949	1.070025724	1.399533266	1.21758246
Ate1	na	0	0	0	0	0	0	0	0
RP23-182F18.2	na	0.000780272	0.001297468	0.003452999	0.001457773	0.001884404	0.001805335	0	0.0027365
Gm4275	na	0.008382929	0.007473923	0.006804357	0.003836388	0.009483499	0.000637492	0.003016573	0.004671902
Nsmce4a	na	0	0	0	0	0	0	0	0
Tacc2	na	0.552539164	0.683267415	1.054687477	0.471068629	0.37435608	0.762643813	1.066330967	0.696899084
Etos1	na	0	0	0	0	0	0	0	0
Btbd16	na	0.009308027	0.00500081	0.011012749	0.004407212	0.012343461	0.012217315	0.019208727	0.01727364
Gm5602	na	0	0	0	0	0	0	0	0
Plekha1	na	0.342837767	0.32851145	0.219128098	0.217424361	0.238911809	0.38591753	0.405959698	0.241362322
Htra1	na	0.158083671	0.202510239	0.161985216	0.183541317	0.169654289	0.178863084	0.194615587	0.175503533
Dmbt1	na	0	0	0	0	0	0.000451216	0	0
4933402N03Rik	na	0	0	0	0	0	0	0	0
1700029B22Rik	na	0	0	0	0	0	0	0	0
5430419D17Rik	na	0.005549383	0.003325963	0.012743355	0.003110999	0.008985505	0.007978113	0.006664144	0.014102178
Cuzd1	na	0	0	0	0	0	0	0	0
1700007K09Rik	na	0	0	0	0	0	0	0	0
